id,mean,std,median,min,max,p5,p25,p75,p95,skew,kurt,fft1,fft2,fft3
0,1.0001969578416008,0.010359465899167615,1.000035839452194,0.9616836489138401,1.0312899326979617,0.983830467676558,0.9932615708517665,1.0071576669245328,1.0175519511024995,0.07338429094239113,0.07837317269518884,0.7420367115167922,0.8079704672327132,0.8079704672327133
1,1.0004472236173036,0.009703824616663779,1.0003451301895931,0.973793803041644,1.033911925319545,0.9844154947582695,0.993833631877992,1.0069207743071305,1.0167481144083914,0.06474345078128713,-0.06498048992207073,0.7762212180505542,0.8077374418108846,0.8077374418108847
2,0.9995597446083452,0.009625427067404987,0.9995853883229335,0.9689789692639511,1.031215911375645,0.9832993811836355,0.9933648577659624,1.0059581060706284,1.015053764170445,-0.04082088715394903,0.06640558238004646,0.7063429786025741,0.9163955132019473,0.9163955132019473
3,1.0008407667086587,0.00992306640288333,1.0007222373181976,0.9665416917810369,1.0368730411191862,0.9848665625719007,0.9941163361707985,1.0075712110373047,1.0171146298317677,0.018450188889212214,0.11886612893637061,0.7182546903536858,0.8340373858115304,0.8340373858115304
4,0.9996276188921851,0.009864133625168109,0.9992302788071799,0.9674141795772184,1.0277914826067431,0.983794936243873,0.9927868728533285,1.0066510238256625,1.0159062694079903,-0.030015533040311494,0.05656158126692201,0.7364626345508156,0.7391074193466033,0.7391074193466034
5,0.999613015299459,0.010014930133278218,0.9996566299014031,0.9680920010961391,1.031949539635474,0.9835035926428252,0.9929577264871391,1.006203148801176,1.0170199275107528,0.03878281789364378,0.06232197619746582,0.7466651017083397,0.7716576888627835,0.7716576888627835
6,0.9994822846226948,0.010213013106478397,0.9997269245925186,0.9682385878940101,1.0347974835879878,0.9826432014869375,0.9928027899054754,1.0065364544990063,1.0155987958153414,-0.12131469372440834,-0.07677196430196753,0.7577748587072545,0.8189669311940857,0.8189669311940857
7,0.9819736165173674,0.024407493269744767,0.9907867079859658,0.9231554076232505,1.0350533095864303,0.9414980204971326,0.9574213856715627,1.001322311026091,1.0130207188181064,-0.38691115299986806,-1.123424088715365,5.335314037766999,11.165737155060599,11.165737155060599
8,1.0002868504024416,0.009760685740928182,1.000700070916063,0.9676439067023376,1.0285918505000005,0.9847362382299777,0.9934004328021324,1.0070447587123261,1.0161543008156495,-0.06047646223615787,-0.1484934058833418,0.7385403144319767,0.7678371221251337,0.7678371221251337
9,0.9997832195390969,0.0093938562261621,0.9998670001170109,0.9720072117086221,1.0291385242350464,0.9853326419248397,0.992967179877656,1.0061912435374114,1.0156450234295318,0.010175052965270793,-0.2791812225499979,0.6717057075855778,0.7424505251654917,0.7424505251654917
10,0.9627081586002405,0.047893800821778305,0.9915275161398309,0.8735851668623362,1.0300031351911918,0.892909343983193,0.9073540457678896,1.002395268874336,1.013480954775224,-0.4341685091527651,-1.6414013245652705,8.165209726120402,25.822906137519947,25.822906137519947
11,0.9997379665013668,0.010131952121567174,0.999742943540026,0.9680406124387402,1.0420342368343098,0.9827844115510452,0.9927968819080271,1.00652164373811,1.0163781322916996,0.006217357676906458,0.0545247610825661,0.8273075114577145,0.8775691527634609,0.8775691527634611
12,0.999688126777897,0.009930779230627854,0.9993697220350835,0.9708863822197165,1.031407061841457,0.9836943274338399,0.9929015619540009,1.0066478632860663,1.0158850727984756,-0.003915029828388943,-0.12121406379084476,0.8150058899770259,0.8198794840538813,0.8198794840538814
13,0.9892589964133766,0.027468919712237024,0.9980732718378542,0.8980214445020552,1.0356358709027078,0.9246346977271821,0.9886227437826587,1.0051534988646174,1.0152941574183652,-1.5853659189820495,1.3734856904286312,7.6070809291065435,9.81182538888285,9.81182538888285
14,0.9998308576683327,0.009764845592000568,1.0000835165770616,0.966215571060752,1.0295144698160097,0.983812548977064,0.9935443203345544,1.0065834379713703,1.0149844131532342,-0.1100775925909816,0.010435095851773823,0.7453282577582129,0.8333042360230491,0.8333042360230494
15,1.0000355641966607,0.009701695914149166,0.999916775134865,0.9635047635079589,1.0270870137637076,0.9846681715000426,0.9933893667843792,1.006584105142149,1.0164320841751975,0.021232272606918803,-0.09212695459844866,0.765338616355845,0.7697026240212755,0.7697026240212756
16,0.9998040403030396,0.009868391822415664,0.9994353897700143,0.9714661200661482,1.0329418642911747,0.9840834855752614,0.993314271904771,1.0064512794921283,1.0165653685842408,0.11335639454423743,-0.039164372790473134,0.7404241891787549,0.9030441300509559,0.903044130050956
17,1.0000390529589516,0.010063092724267973,1.0002740693753427,0.9692743849876084,1.0364899793802935,0.9828717128878154,0.993543959235727,1.0069081624192402,1.0161406362026668,-0.0788983971280493,0.02899494206458053,0.7627164324421992,0.8915698366416738,0.891569836641674
18,0.9954984551738545,0.016918162235062848,0.9988936926205729,0.9310816515422212,1.0284934441438582,0.9554102429097804,0.9904451652006424,1.0060982975102697,1.016242413695644,-1.3543147612851525,1.9272693529282927,3.5783745269497254,4.019695071713798,4.019695071713798
19,0.9793503433785357,0.03637639363723817,0.9954935415713908,0.8975198424914628,1.0296229869402316,0.9115743750354366,0.9372613099161112,1.0044375888927308,1.0154989008231057,-0.9666499466087849,-0.6976552759034398,11.908149012927643,15.092907100708597,15.092907100708597
20,0.9996651611411498,0.010017966909904932,0.9996369740056361,0.9638760942229557,1.0383097461933168,0.9836412531275396,0.9932332693144776,1.0064586845599084,1.0160272999945659,0.018424261631185226,0.2312687663103956,0.7428707753322804,0.762380472662223,0.7623804726622231
21,0.9724954377142807,0.0418427054297865,0.9936314915801772,0.8862338157751138,1.0291462919132996,0.9017886662068462,0.9204655310639323,1.0034849779482666,1.0140726119911754,-0.7579425436781433,-1.177263190831346,11.002238873592322,19.58992652148347,19.58992652148347
22,1.000107255415738,0.010116020477162658,0.9999778455246195,0.9699201436386488,1.0335086763397838,0.9840082071562196,0.9933061497396858,1.0066643608122177,1.0178297470055828,0.16873529286832814,-0.062015776874704276,0.767026755246009,0.7801406526388207,0.7801406526388209
